Date,Open,High,Low,Close,Volume,UpAndDown
109/03/03,11.55,11.65,11.4,11.4,"2,575",0
109/03/04,11.45,11.6,11.4,11.55,"2,012",0.15
109/03/05,11.6,11.95,11.55,11.85,"2,732",0.3
109/03/06,11.7,11.85,11.6,11.7,"2,735",-0.15
109/03/09,11.6,11.6,11.3,11.4,"4,571",-0.3
109/03/10,11.35,11.85,11.3,11.7,"4,710",0.3
109/03/11,11.7,11.8,11.5,11.55,"3,730",-0.15
109/03/12,11.5,11.55,11.1,11.1,"6,119",-0.45
109/03/13,10.15,10.6,10.1,10.45,"6,387",-0.65
109/03/16,10.5,10.5,9.86,9.86,"6,630",-0.59
109/03/17,9.41,9.7,9.32,9.42,"7,167",-0.44
109/03/18,9.46,9.98,9.38,9.5,"7,116",0.08
109/03/19,9.45,9.45,8.9,9.2,"7,711",-0.3
109/03/20,9.4,9.72,9.4,9.6,"5,516",0.4
109/03/23,9.2,9.35,8.97,9.24,"3,519",-0.36
109/03/24,9.51,9.72,9.3,9.44,"4,412",0.2
109/03/25,9.58,9.91,9.58,9.68,"5,913",0.24
109/03/26,9.82,9.85,9.55,9.67,"3,027",-0.01
109/03/27,9.77,9.79,9.4,9.4,"4,705",-0.27
109/03/30,9.2,9.24,9.01,9.23,"3,592",-0.17
109/03/31,9.34,9.44,9.12,9.25,"3,469",0.02
109/04/01,9.19,9.19,9.1,9.1,"3,545",-0.15
109/04/06,9.15,9.16,8.97,9.11,"3,309",0.01
109/04/07,9.24,9.35,9.17,9.26,"4,218",0.15
109/04/08,9.26,9.69,9.23,9.66,"4,847",0.4
109/04/09,9.72,10.3,9.72,10.25,"8,585",0.59
109/04/10,10.35,10.35,10.05,10.2,"3,308",-0.05
109/04/13,10.25,10.25,10,10.05,"3,722",-0.15
109/04/14,10.15,10.3,10.1,10.15,"3,391",0.1
109/04/15,10.35,10.8,10.3,10.35,"8,231",0.2
109/04/16,10.3,10.35,10.15,10.3,"4,261",-0.05
109/04/17,10.5,10.6,10.2,10.25,"4,348",-0.05
109/04/20,10.25,10.25,10.05,10.1,"2,681",-0.15
109/04/21,10.1,10.25,9.83,9.88,"5,594",-0.22
109/04/22,9.8,9.92,9.61,9.88,"2,619",0
109/04/23,9.93,10.15,9.93,10.05,"1,975",0.17
109/04/24,10.05,10.1,9.91,9.94,"1,789",-0.11
109/04/27,10.1,10.25,10.05,10.2,"2,814",0.26
109/04/28,10.35,10.6,10.25,10.55,"4,488",0.35
109/04/29,10.65,10.85,10.6,10.7,"8,462",0.15
109/04/30,11,11.15,10.75,11.1,"10,610",0.4
109/05/04,10.75,10.85,10.6,10.75,"3,562",-0.35
109/05/05,10.75,10.8,10.5,10.65,"2,611",-0.1
109/05/06,10.65,10.65,10.45,10.55,"2,148",-0.1
109/05/07,10.6,10.7,10.55,10.6,"1,507",0.05
109/05/08,10.7,10.75,10.5,10.55,"2,679",-0.05
109/05/11,10.7,10.9,10.65,10.75,"3,153",0.2
109/05/12,10.65,10.7,10.5,10.5,"2,871",-0.25
109/05/13,10.5,10.6,10.45,10.6,"1,612",0.1
109/05/14,10.55,10.55,10.35,10.35,"2,611",-0.25
109/05/15,10.45,10.5,10.35,10.45,"1,884",0.1
109/05/18,10.45,10.7,10.45,10.7,"3,199",0.25
109/05/19,10.95,11,10.7,10.7,"3,606",0
109/05/20,10.8,10.85,10.7,10.75,"5,359",0.05
109/05/21,11,11.15,10.9,11,"10,542",0.25
109/05/22,10.95,11.05,10.75,10.75,"3,195",-0.25
109/05/25,10.8,10.85,10.65,10.75,"1,510",0
109/05/26,10.9,10.95,10.85,10.95,"1,883",0.2
109/05/27,11,11.05,10.8,10.85,"2,910",-0.1
109/05/28,10.9,11.2,10.85,10.9,"5,665",0.05
109/05/29,10.9,11.05,10.75,10.9,"3,817",0
109/06/01,11.05,11.35,11,11.2,"6,735",0.3
109/06/02,11.25,11.35,11.1,11.25,"2,893",0.05
109/06/03,11.3,11.35,11.2,11.3,"3,347",0.05
109/06/04,11.35,11.4,11.2,11.25,"4,167",-0.05
109/06/05,11.25,11.65,11.2,11.4,"6,901",0.15
109/06/08,11.55,11.6,11.35,11.35,"3,786",-0.05
109/06/09,11.4,11.45,11.25,11.3,"3,712",-0.05
109/06/10,11.3,11.35,11.25,11.25,"3,188",-0.05
109/06/11,11.25,11.3,10.9,10.95,"4,846",-0.3
109/06/12,10.6,10.9,10.5,10.85,"3,691",-0.1
109/06/15,10.85,10.9,10.75,10.75,"2,747",-0.1
109/06/16,10.95,11.25,10.85,11.25,"3,622",0.5
109/06/17,11.35,11.35,11.1,11.25,"3,933",0
109/06/18,11.25,11.25,10.9,11,"5,749",-0.25
109/06/19,11,11.05,10.75,10.8,"7,968",-0.2
109/06/22,10.8,10.95,10.7,10.75,"4,723",-0.05
109/06/23,10.85,10.9,10.65,10.75,"2,761",0
109/06/24,10.85,10.9,10.7,10.75,"3,450",0
109/06/29,10.7,10.9,10.7,10.75,"1,920",0
109/06/30,10.9,10.9,10.75,10.75,"2,953",0
109/07/01,10.75,10.9,10.75,10.85,"1,144",0.1
109/07/02,10.85,11,10.8,10.8,"2,039",-0.05
109/07/03,11,11.2,10.95,11.15,"6,187",0.35
109/07/06,11.2,11.25,11,11.15,"5,901",0
109/07/07,11.2,11.25,11,11.25,"6,807",0.1
109/07/08,11.25,11.35,11.05,11.15,"8,035",-0.1
109/07/09,11.15,11.2,11,11.05,"2,999",-0.1
109/07/10,11.05,11.05,10.75,10.75,"8,636",-0.3
109/07/13,10.85,10.9,10.75,10.8,"6,127",0.05
109/07/14,10.85,10.85,10.65,10.7,"4,526",-0.1
109/07/15,10.85,10.9,10.75,10.85,"7,349",0.15
109/07/16,10.95,11.1,10.85,11.05,"2,488",0.2
109/07/17,11.1,11.15,10.85,10.85,"1,856",-0.2
109/07/20,10.9,10.95,10.8,10.8,"1,865",-0.05
109/07/21,10.8,11,10.8,10.95,"2,146",0.15
109/07/22,10.95,11.05,10.85,10.95,"2,936",0
109/07/23,10.95,11,10.8,10.85,"2,581",-0.1
109/07/24,10.85,10.9,10.65,10.7,"3,629",-0.15
109/07/27,11,11,10.8,10.8,"2,500",0.1
109/07/28,10.85,10.9,10.7,10.7,"2,516",-0.1
109/07/29,10.7,11,10.7,10.95,"2,604",0.25
109/07/30,11,11.1,10.95,11.05,"2,376",0.1
109/07/31,11.1,11.25,11,11,"3,188",-0.05
109/08/03,11.1,11.2,10.95,11.05,"2,056",0.05
109/08/04,11.1,11.15,11.05,11.1,"2,646",0.05
109/08/05,11.15,11.15,11.05,11.05,"1,408",-0.05
109/08/06,11.15,11.3,11.05,11.15,"2,900",0.1
109/08/07,11.2,11.5,11.2,11.4,"5,481",0.25
109/08/10,11.5,12.5,11.5,12.5,"12,311",1.1
109/08/11,12.5,12.85,12.35,12.45,"15,022",-0.05
109/08/12,12.5,12.5,11.85,12.2,"7,595",-0.25
109/08/13,12.4,12.7,12.2,12.35,"7,073",0.15
109/08/14,13.2,13.55,12.85,13.55,"18,664",1.2
109/08/17,14,14.9,13.85,14.9,"28,155",1.35
109/08/18,15.25,15.4,14.65,15.2,"38,746",0.3
109/08/19,15.5,15.85,15.15,15.4,"34,799",0.2
109/08/20,15.55,15.9,14.4,15,"40,375",-0.4
109/08/21,15.4,15.6,15.05,15.2,"21,037",0.2
109/08/24,15.35,15.4,14.95,15.2,"12,438",0
109/08/25,15.55,16.5,15.5,16.3,"50,384",1.1
109/08/26,16.45,16.75,16.05,16.45,"38,040",0.15
109/08/27,16.6,16.65,16.15,16.25,"14,890",-0.2
109/08/28,16.25,16.7,16.15,16.35,"16,396",0.1
109/08/31,16.95,17.7,16.9,17.4,"34,116",1.05
109/09/01,17.35,17.55,16.8,17.2,"25,272",-0.2
109/09/02,17.3,17.6,17.1,17.6,"18,641",0.4
109/09/03,17.65,18.2,17.45,18.2,"27,443",0.6
109/09/04,17.7,18.85,17.7,18.8,"24,385",0.6
109/09/07,19.2,19.9,18.75,18.8,"43,354",0
109/09/08,18.75,19.05,18.25,18.7,"27,112",-0.1
109/09/09,18.55,19.15,18.5,19,"17,694",0.3
109/09/10,19,19.4,18.9,19.05,"17,100",0.05
109/09/11,19.65,19.75,17.7,17.7,"45,409",-1.35
109/09/14,18,18.25,16.35,16.5,"56,328",-1.2
109/09/15,16.6,17,16.4,16.9,"24,650",0.4
109/09/16,16.65,16.65,15.6,16.1,"40,168",-0.8
109/09/17,16.35,16.65,15.95,16.1,"22,932",0
109/09/18,16.25,16.3,15.85,16.05,"12,677",-0.05
109/09/21,16.1,16.15,15.6,15.8,"17,028",-0.25
109/09/22,15.8,16.05,15.65,15.8,"13,385",0
109/09/23,15.5,15.55,15,15.2,"33,131",-0.6
109/09/24,14.85,15.3,14.8,14.8,"24,022",-0.4
109/09/25,15.15,15.65,14.95,15.4,"24,420",0.6
109/09/28,15.3,15.6,15.15,15.55,"11,576",0.15
109/09/29,15.8,16,15.2,15.45,"14,989",-0.1
109/09/30,15.35,16,15.3,15.85,"13,811",0.4
109/10/05,16,16.5,16,16.45,"20,032",0.6
109/10/06,16.3,16.45,16.15,16.45,"12,623",0
109/10/07,16.4,16.8,16.35,16.65,"12,906",0.2
109/10/08,16.75,16.8,16.4,16.65,"10,818",0
109/10/12,16.75,16.8,16.05,16.3,"12,738",-0.35
109/10/13,16.5,17.15,16.5,17,"27,570",0.7
109/10/14,16.85,17.15,16.7,17.15,"14,490",0.15
109/10/15,17.15,17.5,17.1,17.5,"15,111",0.35
109/10/16,17.9,18.1,17.45,17.65,"23,153",0.15
109/10/19,18,18.1,17.7,17.85,"13,857",0.2
109/10/20,17.9,18.05,17.5,17.95,"15,463",0.1
109/10/21,18.05,18.1,17.8,17.85,"10,791",-0.1
109/10/22,17.75,17.95,17.65,17.9,"9,878",0.05
109/10/23,18,18.9,17.9,18.6,"29,848",0.7
109/10/26,18.7,20.15,18.7,19.8,"57,971",1.2
109/10/27,19.6,20,19.3,19.65,"22,248",-0.15
109/10/28,19.7,20,18.65,18.8,"33,981",-0.85
109/10/29,18.45,19,18.15,18.95,"23,171",0.15
109/10/30,19.05,19.4,18.5,18.9,"24,917",-0.05
109/11/02,19.05,19.7,18.9,19.2,"26,408",0.3
109/11/03,19.45,19.55,18.9,19.25,"15,888",0.05
109/11/04,19.3,19.95,19.15,19.8,"20,183",0.55
109/11/05,19.85,20.3,19.55,19.8,"26,139",0
109/11/06,19.9,20.4,19.8,20.35,"27,417",0.55
109/11/09,20.7,22.05,20.65,21.7,"53,377",1.35
109/11/10,21.9,22.2,19.55,19.95,"72,664",-1.75
109/11/11,20.05,20.45,19.05,20.2,"51,086",0.25
109/11/12,20.3,20.3,19.2,19.5,"29,292",-0.7
109/11/13,20.25,20.9,19.8,20.1,"43,081",0.6
109/11/16,20.4,20.65,20.1,20.5,"20,993",0.4
109/11/17,20.6,21.3,20.4,21.1,"30,431",0.6
109/11/18,21.45,22.5,21.35,22.5,"58,932",1.4
109/11/19,22.35,22.55,21.7,21.95,"42,819",-0.55
109/11/20,21.8,22.7,21.7,22.55,"32,781",0.6
109/11/23,23,23.45,22.85,23.45,"34,627",0.9
109/11/24,23.85,24.15,23.1,23.15,"37,372",-0.3
109/11/25,23.75,24.4,23.45,23.85,"47,059",0.7
109/11/26,24.3,24.9,24,24.65,"53,399",0.8
109/11/27,24.55,25.15,24.2,25.1,"40,702",0.45
109/11/30,25.3,25.45,24.7,24.7,"38,852",-0.4
109/12/01,24.8,24.9,23.6,24.3,"43,684",-0.4
109/12/02,24.65,25.15,24.2,24.65,"28,396",0.35
109/12/03,24.9,25.15,24.5,24.75,"22,814",0.1
109/12/04,24.85,24.9,24.15,24.2,"37,473",-0.55
109/12/07,24.3,24.95,23.7,24.25,"30,587",0.05
109/12/08,25.5,26.65,25,26.65,"76,947",2.4
109/12/09,27.5,28.9,27.1,28.5,"95,244",1.85
109/12/10,28.7,29.35,28.3,28.9,"69,980",0.4
109/12/11,28.25,28.45,26.95,27.15,"85,290",-1.75
109/12/14,28,29.6,27.75,29.45,"73,319",2.3
109/12/15,29.7,30.5,28.6,28.65,"97,032",-0.8
109/12/16,29.4,30.1,28.75,29.65,"51,033",1
109/12/17,29.8,29.95,29.2,29.5,"32,843",-0.15
109/12/18,30,31.35,29.85,30.6,"91,280",1.1
109/12/21,31.1,33.5,30.85,32.55,"108,181",1.95
109/12/22,32.15,33.25,29.4,30.2,"116,535",-2.35
109/12/23,30.7,31,29.2,30.7,"69,060",0.5
109/12/24,31.7,31.85,30.8,31,"43,283",0.3
109/12/25,33,34,32.45,33.45,"90,150",2.45
109/12/28,34.75,36.75,34.6,36.75,"46,899",3.3
109/12/29,39,40.4,36.15,38.35,"244,989",1.6
109/12/30,38,38.9,36.7,38.2,"101,911",-0.15
109/12/31,38.7,40.7,38.1,40.7,"120,585",2.5
110/01/04,42.35,44.75,42.15,44.75,"128,029",4.05
110/01/05,45,45.5,43.15,45.5,"151,367",0.75
110/01/06,44.75,46.2,42.25,42.55,"167,792",-2.95
110/01/07,43.3,43.8,38.3,38.45,"219,953",-4.1
110/01/08,38.5,40.75,37.2,40.3,"156,175",1.85
110/01/11,41.5,42.8,40.6,42.65,"111,677",2.35
110/01/12,42.75,42.75,38.5,38.55,"155,300",-4.1
110/01/13,37.9,39.15,37.1,37.45,"134,124",-1.1
110/01/14,37.75,39.5,37.7,38.05,"97,169",0.6
110/01/15,38,38,34.25,34.25,"161,953",-3.8
110/01/18,33,34.7,31.25,34,"137,920",-0.25
110/01/19,35.95,36.3,31.8,32,"124,462",-2
110/01/20,32.3,32.4,30,30.45,"107,762",-1.55
110/01/21,31.55,33.4,31.15,32.1,"107,123",1.65
110/01/22,32.45,35.25,31.5,35,"116,134",2.9
110/01/25,35.8,36.8,35.1,35.35,"108,410",0.35
110/01/26,35.1,35.6,33.1,33.65,"82,346",-1.7
110/01/27,33.9,34.15,32.05,32.45,"64,230",-1.2
110/01/28,31.6,33.6,31.2,33.2,"62,288",0.75
110/01/29,33.45,33.55,30.85,31.2,"65,374",-2
110/02/01,31,32,30.2,31.2,"56,190",0
110/02/02,31.6,34.3,31.4,34.1,"87,252",2.9
110/02/03,34.15,35.2,33.15,33.55,"104,228",-0.55
110/02/04,33.55,34.25,33.25,33.95,"45,807",0.4
110/02/05,34.25,34.45,33.5,33.7,"34,130",-0.25
110/02/17,35.1,36.9,34.2,36.7,"77,640",3
110/02/18,37,38.9,36.9,37.45,"120,141",0.75
110/02/19,37.75,38.05,36.25,36.85,"57,286",-0.6
110/02/22,39.2,39.65,38.5,39.4,"98,620",2.55
110/02/23,39.4,40.1,38.35,38.35,"79,470",-1.05
110/02/24,38.6,38.95,36.75,36.75,"75,496",-1.6
110/02/25,37.8,38.1,37.1,37.65,"38,619",0.9
110/02/26,37,38.35,36.35,37.95,"54,139",0.3
110/03/02,38.55,39.45,35.7,36.5,"73,434",-1.45
110/03/03,37.3,38.1,36.3,38.05,"44,288",1.55
110/03/04,37.5,38,36.9,37.3,"30,334",-0.75
110/03/05,36.9,37.95,36.7,37.3,"28,194",0
110/03/08,37.95,38.5,37.15,37.35,"36,571",0.05
110/03/09,37.5,38.4,36.75,38.4,"38,346",1.05
110/03/10,38.45,38.85,37.8,38.05,"42,776",-0.35
110/03/11,39.45,39.5,38.15,38.15,"54,839",0.1
110/03/12,38.7,39.45,38.4,38.8,"47,951",0.65
110/03/15,39.35,40,39.05,40,"60,728",1.2
110/03/16,40.1,40.2,39.3,39.6,"42,465",-0.4
110/03/17,39.85,40.5,39.6,40.1,"43,644",0.5
110/03/18,40.7,41.65,40.3,41.65,"52,680",1.55
110/03/19,41.15,42.75,41.1,41.7,"79,331",0.05
110/03/22,44,45.85,43.7,45.85,"99,576",4.15
110/03/23,46.9,47.6,42.2,42.75,"157,111",-3.1
110/03/24,42,44.05,41.5,43.7,"81,132",0.95
110/03/25,43.35,43.4,41.6,41.7,"82,058",-2
110/03/26,42,43.7,41.9,43.05,"52,993",1.35
110/03/29,43,44.85,42.6,43.8,"61,004",0.75
110/03/30,44.5,44.95,43.25,43.8,"40,367",0
110/03/31,44.2,46.8,44,45.5,"93,792",1.7
110/04/01,47,48.1,46.55,47.9,"95,447",2.4
110/04/06,48.1,49.9,46.05,49.5,"140,765",1.6
110/04/07,49.15,51.7,48.3,50.5,"108,871",1
110/04/08,50.7,52.7,50.1,52.3,"75,998",1.8
110/04/09,52.5,52.7,49,50,"115,625",-2.3
110/04/12,52.9,55,52.1,55,"84,438",5
110/04/13,55.3,59,54,56.9,"131,720",1.9
110/04/14,58.6,60.4,54.2,59.9,"190,930",3
110/04/15,59,60.4,58.2,59,"93,188",-0.9
110/04/16,59.9,64.3,58.8,63.3,"103,719",4.3
110/04/19,65,69.5,64.7,68,"139,902",4.7
110/04/20,69,69.3,66,69,"118,385",1
110/04/21,69.5,75.9,68.2,75.9,"144,237",6.9
110/04/22,78.9,83,71.9,72.9,"275,161",-3
110/04/23,74.5,76.2,67.5,69.9,"210,940",-3
110/04/26,71.8,76.8,71.2,76.8,"132,422",6.9
110/04/27,78.5,80.9,76.5,77.5,"212,645",0.7
110/04/28,79.1,80.4,75.9,76.8,"128,331",-0.7
110/04/29,77.8,79,74.6,79,"108,371",2.2
110/05/03,84,86.9,81.6,86.6,"191,384",7.6
110/05/04,86.6,89.1,78,78,"256,600",-8.6
110/05/05,77,82.4,74.4,79.9,"180,277",1.9
110/05/06,84,85.5,78.8,81.1,"152,833",1.2
110/05/07,84,85,80.5,85,"119,897",3.9
110/05/10,88.5,93.5,87.3,93.5,"133,224",8.5
110/05/11,91.6,100,89.1,95.6,"314,857",2.1
110/05/12,93.5,95.5,86.1,86.1,"167,365",-9.5
110/05/13,77.5,85,77.5,77.5,"182,373",-8.6
110/05/14,78.5,79.9,69.8,70.1,"211,303",-7.4
110/05/17,65,70,63.1,63.1,"161,195",-7
110/05/18,67.8,69.4,65.2,69.4,"66,686",6.3
110/05/19,72.4,76.3,72.1,76.3,"137,311",6.9
110/05/20,76.3,82.2,75,77,"301,833",0.7
110/05/21,81,84.7,80.1,84.7,"216,135",7.7
110/05/24,85.3,91.4,83.3,86.4,"297,560",1.7
110/05/25,89.5,90.5,78,82.4,"271,132",-4
110/05/26,83.4,87,79.5,85.6,"236,995",3.2
110/05/27,86.8,89.8,85.6,87.7,"216,599",2.1
110/05/28,89.5,96.4,87.7,96.4,"266,694",8.7
110/05/31,99.5,105.5,96.6,98.6,"248,315",2.2
110/06/01,101.5,108,98.2,108,"196,823",9.4
110/06/02,110,115.5,108.5,110.5,"232,375",2.5
110/06/03,114,121,112.5,119,"185,050",8.5
110/06/04,119,121.5,116,116.5,"174,236",-2.5
110/06/07,119,120.5,105,110.5,"248,926",-6
110/06/08,110.5,116,110.5,115.5,"116,444",5
110/06/09,120,120.5,114,116,"164,394",0.5
110/06/10,117.5,118.5,108,113.5,"162,179",-2.5
110/06/11,115.5,124,114,124,"196,085",10.5
110/06/15,127,136,125.5,136,"202,709",12
110/06/16,138,147.5,132,133.5,"460,968",-2.5
110/06/17,133.5,136.5,127,136.5,"205,299",3
110/06/18,133.5,142.5,133,140,"75,058",3.5
110/06/21,139,153.5,139,152,"86,632",12
110/06/22,158.5,160,149,153.5,"86,744",1.5
110/06/23,148,150.5,138.5,138.5,"123,163",-15
110/06/24,136.5,152,136,152,"74,539",13.5
110/06/25,157,160,151,160,"75,666",8
110/06/28,168,176,168,176,"52,644",16
110/06/29,180,185,170,179.5,"102,292",3.5
110/06/30,181.5,197,181.5,197,"78,493",17.5
110/07/01,204,216,195,213,"123,597",16
110/07/02,213,219,200,206.5,"296,613",-6.5
110/07/05,217,218,197.5,217,"239,131",10.5
110/07/06,218.5,233,212,224,"287,488",7
110/07/07,215.5,220.5,202,202,"55,253",-22
110/07/08,202,213,182,207.5,"49,865",5.5
110/07/09,187,201.5,187,187,"72,628",-20.5
110/07/12,195,197.5,174.5,183,"37,539",-4
110/07/13,187,187,165,165,"57,155",-18
110/07/14,156,157,148.5,148.5,"77,946",-16.5
110/07/15,154,163,154,163,"23,737",14.5
110/07/16,168,179,168,178.5,"41,760",15.5
110/07/19,186,189,183.5,186,"26,201",7.5
110/07/20,183,183,168,169.5,"30,783",-16.5
110/07/21,180,183.5,153,155,"313,324",-14.5
110/07/22,157.5,157.5,139.5,143.5,"294,612",-11.5
110/07/23,147.5,157,140,154,"246,139",10.5
110/07/26,152.5,153.5,140,140.5,"174,917",-13.5
110/07/27,133.5,137.5,126.5,126.5,"240,272",-14
110/07/28,126.5,133,116.5,131.5,"277,241",5
110/07/29,136,144.5,131.5,144.5,"249,498",13
110/07/30,145,150.5,131,132,"342,643",-12.5
110/08/02,133,144.5,123.5,141.5,"281,788",9.5
110/08/03,140.5,146.5,137.5,141,"241,321",-0.5
110/08/04,141,145,140.5,143.5,"121,158",2.5
110/08/05,143.5,144.5,137,138.5,"123,296",-5
110/08/06,138,149,137,142,"216,663",3.5
110/08/09,143,147.5,142,142.5,"146,560",0.5
110/08/10,147,148.5,138,139.5,"170,024",-3
110/08/11,140,141.5,126.5,132,"212,961",-7.5
110/08/12,134.5,137,130.5,137,"132,067",5
110/08/13,137.5,139.5,130.5,130.5,"102,785",-6.5
110/08/16,132.5,135,129,130.5,"77,103",0
110/08/17,133.5,135,126,126.5,"72,845",-4
110/08/18,124,136,121.5,136,"117,954",9.5
110/08/19,136,138.5,127.5,128,"152,357",-8
110/08/20,131.5,134,128.5,132.5,"95,488",4.5
110/08/23,138,145.5,137,144,"140,029",11.5
110/08/24,147,148,139,140,"158,856",-4
110/08/25,141,145.5,138.5,144,"93,272",4
110/08/26,143.5,145,139,142.5,"83,019",-1.5
110/08/27,140.5,144.5,139,141,"59,955",-1.5
110/08/30,142.5,143.5,140,140,"39,339",-1
110/08/31,141,142,135.5,136,"61,850",-4
110/09/01,136.5,137.5,126.5,128.5,"138,567",-7.5
110/09/02,126,131.5,124,129.5,"93,590",1
110/09/03,130.5,131,122.5,125.5,"109,023",-4
110/09/06,125,125.5,118,118,"98,761",-7.5
110/09/07,122,129,121.5,128,"120,202",10
110/09/08,127,128.5,124.5,126,"76,681",-2
110/09/09,127.5,129,125.5,126.5,"53,705",0.5
110/09/10,126,134.5,125.5,133.5,"86,549",7
110/09/13,134.5,137,132,132,"84,865",-1.5
110/09/14,133.5,134.5,123,123.5,"96,443",-8.5
110/09/15,124.5,126,119.5,124.5,"79,232",1
110/09/16,125.5,125.5,123.5,124,"28,001",-0.5
110/09/17,125,129,124,128,"50,588",4
110/09/22,124,127.5,124,125,"38,020",-3
110/09/23,128,129.5,127,127.5,"31,697",2.5
110/09/24,129.5,135.5,129.5,134,"82,939",6.5
110/09/27,136.5,138.5,131,131.5,"82,111",-2.5
110/09/28,127,128,125,125.5,"72,216",-6
110/09/29,121.5,126,121.5,123,"57,991",-2.5
110/09/30,125,127,123,126,"31,696",3
110/10/01,122.5,123,113.5,113.5,"152,222",-12.5
110/10/04,114,114.5,102.5,102.5,"138,965",-11
110/10/05,97.1,105,95.8,103,"127,495",0.5
110/10/06,104.5,104.5,97.5,97.8,"100,455",-5.2
110/10/07,101.5,106.5,100,102.5,"96,414",4.7
110/10/08,103,104,99.2,100,"57,935",-2.5
110/10/12,96.7,98.7,90,90.5,"114,739",-9.5
110/10/13,94,96.4,92.4,92.9,"91,775",2.4
110/10/14,95.1,98.5,91.7,95.3,"114,996",2.4
110/10/15,95.8,96.4,93.5,93.9,"67,910",-1.4
110/10/18,91.6,92.4,85.5,92.4,"124,744",-1.5
110/10/19,92.8,94.8,91.7,91.7,"69,135",-0.7
110/10/20,92.8,94.5,91.3,91.4,"50,240",-0.3
110/10/21,92.5,94.2,91.9,92.2,"44,679",0.8
110/10/22,92.9,93.3,89,89.2,"68,314",-3
110/10/25,88.3,96.8,88.2,95.3,"97,443",6.1
110/10/26,96.1,97.2,93.7,95.1,"66,614",-0.2
110/10/27,94,94.9,92.7,92.8,"49,133",-2.3
110/10/28,93.1,96.5,93.1,93.2,"56,743",0.4
110/10/29,94.8,101.5,94.6,99.5,"102,435",6.3
110/11/01,102,104,100,100.5,"59,909",1
110/11/02,102.5,107.5,101,105,"79,244",4.5
110/11/03,106.5,114.5,106.5,112,"126,059",7
110/11/04,116,117,109,109.5,"106,775",-2.5
110/11/05,110,114,108,114,"73,463",4.5
110/11/08,118.5,124,114.5,124,"145,829",10
110/11/09,122,126.5,120,122,"113,689",-2
110/11/10,121,124.5,119.5,120,"73,111",-2
110/11/11,120.5,122.5,108,109.5,"120,922",-10.5
110/11/12,112.5,115,108.5,111.5,"66,833",2
110/11/15,114.5,115.5,110.5,112,"41,237",0.5
110/11/16,112,119.5,111,119.5,"66,616",7.5
110/11/17,120,120.5,116,117,"63,106",-2.5
110/11/18,117.5,121.5,116.5,119,"52,418",2
110/11/19,120,122,116,117,"51,770",-2
110/11/22,118.5,122,117.5,119.5,"48,405",2.5
110/11/23,120,122,119,119.5,"40,816",0
110/11/24,120,121,118,120,"28,299",0.5
110/11/25,121,126,120.5,124.5,"77,522",4.5
110/11/26,124.5,126,118,118.5,"85,034",-6
110/11/29,120,123,119,120,"64,804",1.5
110/11/30,123.5,125,122.5,124.5,"43,864",4.5
110/12/01,125,126,123,124.5,"39,188",0
110/12/02,125,135.5,124.5,133,"142,787",8.5
110/12/03,135.5,137,132,133.5,"96,408",0.5
110/12/06,136.5,142,136,141,"104,315",7.5
110/12/07,142,146.5,140,144,"115,797",3
110/12/08,147,149,142.5,143.5,"104,073",-0.5
110/12/09,145.5,146.5,142,146,"55,752",2.5
110/12/10,143.5,144,139,140,"86,627",-6
110/12/13,141.5,143,140,140,"35,915",0
110/12/14,140.5,142,133,133,"81,854",-7
110/12/15,134,138.5,133.5,138,"46,970",5
110/12/16,141,142,138.5,141,"45,745",3
110/12/17,140.5,144,140,140.5,"46,224",-0.5
110/12/20,141,142.5,136.5,139,"36,204",-1.5
110/12/21,140,141.5,136.5,141.5,"34,947",2.5
110/12/22,142,142,140,140,"22,299",-1.5
110/12/23,141.5,142,139,139,"20,285",-1
110/12/24,140.5,142,138,139,"25,468",0
110/12/27,140.5,140.5,138.5,139.5,"15,318",0.5
110/12/28,141,145,140.5,143.5,"57,057",4
110/12/29,145,146.5,143.5,144,"37,090",0.5
110/12/30,145,145,141,142.5,"37,029",-1.5
111/01/03,142.5,143,133,139.5,"76,820",-3
111/01/04,139.5,141,138,140.5,"31,425",1
111/01/05,140.5,144,139,141,"36,578",0.5
111/01/06,139.5,144.5,139,143,"39,878",2
111/01/07,144,145,139,140.5,"46,525",-2.5
111/01/10,139.5,142,135,136.5,"65,012",-4
111/01/11,136,137.5,133.5,134,"46,430",-2.5
111/01/12,135.5,136,128,128.5,"73,710",-5.5
111/01/13,128.5,130.5,126,126,"46,325",-2.5
111/01/14,126.5,132,124,132,"56,745",6
111/01/17,130.5,131,127,127,"46,853",-5
111/01/18,125.5,129,124.5,127,"37,717",0
111/01/19,125.5,128,121,122.5,"65,468",-4.5
111/01/20,122.5,125,121,124,"31,421",1.5
111/01/21,122,122.5,115.5,115.5,"92,380",-8.5
111/01/24,112,116.5,110.5,115,"61,173",-0.5
111/01/25,114,114,110,110,"48,020",-5
111/01/26,111,114.5,111,113,"35,639",3
111/02/07,115.5,124,115,124,"63,157",11
111/02/08,124.5,133.5,123.5,129,"116,400",5
111/02/09,131.5,133,128,129,"64,484",0
111/02/10,131.5,133,128.5,132,"50,189",3
111/02/11,133.5,135,131,131.5,"67,734",-0.5
111/02/14,131.5,135.5,130,130,"77,109",-1.5
111/02/15,131.5,133,130,132,"27,064",2
111/02/16,135,135.5,133,133.5,"37,375",1.5
111/02/17,134,136.5,133,133.5,"40,128",0
