Date,Open,High,Low,Close,Volume,UpAndDown
111/02/18,133,142,132,141.5,"87,110",8
111/02/21,143,147.5,143,147,"101,369",5.5
111/02/22,145.5,147,135.5,142.5,"127,517",-4.5
111/02/23,145,148,144.5,145,"71,650",2.5
111/02/24,141.5,147,138.5,141.5,"106,865",-3.5
111/02/25,146.5,147,143,143.5,"65,243",2
111/03/01,146,151,144.5,150.5,"92,696",7
111/03/02,150,154,149,151.5,"82,594",1
111/03/03,154.5,162.5,153.5,160.5,"122,257",9
111/03/04,161.5,171,159,159,"217,133",-1.5
111/03/07,160.5,162,151,151,"154,859",-8
111/03/08,148,153.5,138.5,147,"169,342",-4
111/03/09,152.5,156,149,156,"118,750",9
111/03/10,161,162.5,156,156,"114,184",0
111/03/11,155,160,155,160,"88,588",4
111/03/14,162.5,166,162,164.5,"85,564",4.5
111/03/15,165,167,157.5,158,"132,306",-6.5
111/03/16,160.5,163.5,142.5,143,"251,876",-15
111/03/17,146,148,138.5,146.5,"147,168",3.5
111/03/18,145,145.5,140,141,"75,350",-5.5
111/03/21,141,145,138.5,144.5,"54,235",3.5
111/03/22,144,145.5,142.5,142.5,"33,194",-2
111/03/23,143.5,145,141.5,143.5,"29,152",1
111/03/24,142.5,144,140.5,140.5,"34,682",-3
111/03/25,140,140,132.5,132.5,"93,040",-8
111/03/28,128,134.5,127,133,"47,753",0.5
111/03/29,134,137.5,134,135,"30,944",2
111/03/30,136,136.5,133.5,135,"28,038",0
111/03/31,135.5,137,133.5,135,"17,819",0
111/04/01,134,138.5,133.5,138.5,"31,253",3.5
111/04/06,135,135.5,133,133.5,"42,277",-5
111/04/07,131,133.5,128.5,128.5,"46,314",-5
111/04/08,131,136.5,130.5,135.5,"42,144",7
111/04/11,136.5,138.5,135.5,136,"36,530",0.5
111/04/12,136.5,137,132,134.5,"31,186",-1.5
111/04/13,136.5,140.5,136,140,"44,013",5.5
111/04/14,140.5,142,138,138,"33,530",-2
111/04/15,137,142,137,141.5,"35,808",3.5
111/04/18,141,141.5,138,138,"24,141",-3.5
111/04/19,140,142.5,139.5,141.5,"26,579",3.5
111/04/20,143,144.5,142,143.5,"38,123",2
111/04/21,145,147.5,145,145.5,"36,631",2
111/04/22,144.5,149,143.5,147.5,"41,558",2
111/04/25,144,145,139,139.5,"58,741",-8
111/04/26,141,142.5,139,139,"23,748",-0.5
111/04/27,134,140.5,133,140,"36,128",1
111/04/28,142,142,138,138,"26,595",-2
111/04/29,140.5,145.5,140,145,"48,159",7
111/05/03,146,146.5,144,146.5,"26,891",1.5
111/05/04,148.5,153,148.5,151.5,"54,643",5
111/05/05,154,155.5,150.5,152.5,"49,447",1
111/05/06,149.5,154.5,148.5,154,"54,662",1.5
111/05/09,152.5,154,147,147,"73,375",-7
111/05/10,143,150.5,142.5,149,"50,822",2
111/05/11,148.5,150,144.5,144.5,"50,325",-4.5
111/05/12,145.5,147.5,139,139,"55,043",-5.5
111/05/13,142.5,144,142,143.5,"26,806",4.5
111/05/16,143,143,136.5,137.5,"72,872",-6
111/05/17,138,139.5,135,135.5,"38,764",-2
111/05/18,137.5,138.5,137,137.5,"26,149",2
111/05/19,134,136.5,130,136,"60,598",-1.5
111/05/20,137,138.5,134.5,135,"33,257",-1
111/05/23,138,147,137.5,144,"81,025",9
111/05/24,145.5,146.5,142,142,"37,772",-2
111/05/25,144.5,146,141.5,143,"30,999",1
111/05/26,144.5,145,141,142,"19,939",-1
111/05/27,144.5,145.5,142.5,144.5,"20,113",2.5
111/05/30,145.5,146,144,144,"25,599",-0.5
111/05/31,145,146,140.5,140.5,"35,643",-3.5
111/06/01,141.5,145,141,144.5,"26,313",4
111/06/02,143.5,145,142.5,144.5,"14,831",0
111/06/06,146,148,143.5,143.5,"29,714",-1
111/06/07,144,145.5,143,144.5,"13,483",1
111/06/08,145.5,146.5,144,145.5,"19,165",1
111/06/09,140,142,139.5,140,"59,791",-5.5
111/06/10,138.5,140,137,139,"28,276",-1
111/06/13,134,134.5,130,130.5,"63,339",-8.5
111/06/14,129,132,128.5,131.5,"42,825",1
111/06/15,131.5,132.5,128,128,"51,324",-3.5
111/06/16,130,130.5,119,119.5,"91,675",-8.5
111/06/17,118.5,121,116.5,119.5,"45,646",0
